transaction_id,customer_id,date,category,merchant,amount,payment_method,description
TXN00000303,CUST01005,2025-09-23,utilities,Gas Bill,4442,debit_card,Gas Bill - Utilities
TXN00000273,CUST01005,2025-09-24,travel,Uber,29885,credit_card,Uber - Travel
TXN00000294,CUST01005,2025-10-01,travel,Ola,13447,upi,Ola - Travel
TXN00000269,CUST01005,2025-10-02,food_dining,Starbucks,2091,credit_card,Starbucks - Food Dining
TXN00000271,CUST01005,2025-10-02,shopping,Pantaloons,18763,netbanking,Pantaloons - Shopping
TXN00000284,CUST01005,2025-10-03,shopping,Myntra,10720,credit_card,Myntra - Shopping
TXN00000249,CUST01005,2025-10-04,food_dining,Starbucks,694,credit_card,Starbucks - Food Dining
TXN00000298,CUST01005,2025-10-04,food_dining,Starbucks,615,upi,Starbucks - Food Dining
TXN00000254,CUST01005,2025-10-09,utilities,Water Bill,5177,upi,Water Bill - Utilities
TXN00000287,CUST01005,2025-10-11,education,Unacademy,3673,debit_card,Unacademy - Education
TXN00000243,CUST01005,2025-10-17,utilities,Electricity Bill,1762,upi,Electricity Bill - Utilities
TXN00000266,CUST01005,2025-10-17,utilities,Water Bill,3247,upi,Water Bill - Utilities
TXN00000246,CUST01005,2025-10-18,entertainment,BookMyShow,1514,credit_card,BookMyShow - Entertainment
TXN00000293,CUST01005,2025-10-19,investment,Mutual Fund SIP,42932,upi,Mutual Fund SIP - Investment
TXN00000280,CUST01005,2025-10-22,utilities,Internet Bill,3141,netbanking,Internet Bill - Utilities
TXN00000276,CUST01005,2025-10-29,food_dining,McDonald's,1398,credit_card,McDonald's - Food Dining
TXN00000247,CUST01005,2025-10-31,food_dining,Swiggy,1354,debit_card,Swiggy - Food Dining
TXN00000288,CUST01005,2025-10-31,food_dining,Starbucks,871,credit_card,Starbucks - Food Dining
TXN00000265,CUST01005,2025-11-02,travel,IRCTC,29779,debit_card,IRCTC - Travel
TXN00000267,CUST01005,2025-11-02,groceries,Reliance Fresh,2918,debit_card,Reliance Fresh - Groceries
TXN00000268,CUST01005,2025-11-03,groceries,More Supermarket,11489,credit_card,More Supermarket - Groceries
TXN00000263,CUST01005,2025-11-07,education,Udemy,7937,credit_card,Udemy - Education
TXN00000302,CUST01005,2025-11-08,shopping,Flipkart,5108,credit_card,Flipkart - Shopping
TXN00000279,CUST01005,2025-11-10,investment,Fixed Deposit,25709,credit_card,Fixed Deposit - Investment
TXN00000250,CUST01005,2025-11-15,entertainment,PVR Cinemas,2766,credit_card,PVR Cinemas - Entertainment
TXN00000283,CUST01005,2025-11-17,fuel,Indian Oil,6492,debit_card,Indian Oil - Fuel
TXN00000289,CUST01005,2025-11-19,healthcare,Fortis Hospital,15301,credit_card,Fortis Hospital - Healthcare
TXN00000281,CUST01005,2025-11-20,utilities,Gas Bill,1294,credit_card,Gas Bill - Utilities
TXN00000308,CUST01006,2025-05-30,utilities,Water Bill,2581,upi,Water Bill - Utilities
TXN00000319,CUST01006,2025-06-05,groceries,More Supermarket,10244,credit_card,More Supermarket - Groceries
TXN00000328,CUST01006,2025-06-05,utilities,Internet Bill,4163,credit_card,Internet Bill - Utilities
TXN00000376,CUST01006,2025-06-06,food_dining,Cafe Coffee Day,1604,upi,Cafe Coffee Day - Food Dining
TXN00000321,CUST01006,2025-06-07,fuel,Bharat Petroleum,3438,credit_card,Bharat Petroleum - Fuel
TXN00000368,CUST01006,2025-06-07,food_dining,Starbucks,2687,upi,Starbucks - Food Dining
TXN00000384,CUST01006,2025-06-08,entertainment,Netflix,3354,credit_card,Netflix - Entertainment
TXN00000329,CUST01006,2025-06-09,food_dining,Cafe Coffee Day,1903,credit_card,Cafe Coffee Day - Food Dining
TXN00000348,CUST01006,2025-06-09,education,Unacademy,11228,credit_card,Unacademy - Education
TXN00000311,CUST01006,2025-06-12,investment,Fixed Deposit,72496,upi,Fixed Deposit - Investment
TXN00000314,CUST01006,2025-06-12,shopping,Amazon,19667,upi,Amazon - Shopping
TXN00000334,CUST01006,2025-06-14,entertainment,PVR Cinemas,3246,credit_card,PVR Cinemas - Entertainment
TXN00000325,CUST01006,2025-06-15,shopping,Flipkart,18474,credit_card,Flipkart - Shopping
TXN00000344,CUST01006,2025-06-17,food_dining,Starbucks,2200,debit_card,Starbucks - Food Dining
TXN00000374,CUST01006,2025-06-19,shopping,Myntra,18879,upi,Myntra - Shopping
TXN00000326,CUST01006,2025-06-21,food_dining,Cafe Coffee Day,1450,credit_card,Cafe Coffee Day - Food Dining
TXN00000362,CUST01006,2025-06-22,groceries,Reliance Fresh,3807,credit_card,Reliance Fresh - Groceries
TXN00000370,CUST01006,2025-06-22,shopping,Myntra,12585,upi,Myntra - Shopping
TXN00000381,CUST01006,2025-06-23,investment,Fixed Deposit,46327,upi,Fixed Deposit - Investment
TXN00000375,CUST01006,2025-07-01,groceries,Spencer's,8376,debit_card,Spencer's - Groceries
TXN00000333,CUST01006,2025-07-04,utilities,Internet Bill,3647,debit_card,Internet Bill - Utilities
TXN00000359,CUST01006,2025-07-05,shopping,Westside,15818,credit_card,Westside - Shopping
TXN00000349,CUST01006,2025-07-06,groceries,DMart,7469,upi,DMart - Groceries
TXN00000342,CUST01006,2025-07-16,healthcare,Fortis Hospital,17148,credit_card,Fortis Hospital - Healthcare
TXN00000363,CUST01006,2025-07-28,food_dining,Swiggy,1428,upi,Swiggy - Food Dining
TXN00000337,CUST01006,2025-07-31,utilities,Gas Bill,2939,debit_card,Gas Bill - Utilities
TXN00000309,CUST01006,2025-08-08,shopping,Pantaloons,12161,credit_card,Pantaloons - Shopping
TXN00000379,CUST01006,2025-08-10,entertainment,PVR Cinemas,4415,debit_card,PVR Cinemas - Entertainment
TXN00000365,CUST01006,2025-08-14,groceries,DMart,9963,netbanking,DMart - Groceries
TXN00000315,CUST01006,2025-08-19,food_dining,McDonald's,2476,credit_card,McDonald's - Food Dining
TXN00000361,CUST01006,2025-08-22,investment,Groww,54567,debit_card,Groww - Investment
TXN00000372,CUST01006,2025-08-26,entertainment,BookMyShow,3404,debit_card,BookMyShow - Entertainment
TXN00000371,CUST01006,2025-08-27,food_dining,Swiggy,2575,debit_card,Swiggy - Food Dining
TXN00000322,CUST01006,2025-08-28,shopping,Westside,15009,upi,Westside - Shopping
TXN00000324,CUST01006,2025-08-28,fuel,Bharat Petroleum,1876,upi,Bharat Petroleum - Fuel
TXN00000323,CUST01006,2025-09-01,shopping,Flipkart,16859,debit_card,Flipkart - Shopping
TXN00000313,CUST01006,2025-09-02,investment,Paytm Money,8128,credit_card,Paytm Money - Investment
TXN00000367,CUST01006,2025-09-03,travel,Ola,14459,debit_card,Ola - Travel
TXN00000345,CUST01006,2025-09-07,education,Coursera,9413,netbanking,Coursera - Education
TXN00000310,CUST01006,2025-09-09,groceries,Big Bazaar,10376,netbanking,Big Bazaar - Groceries
TXN00000386,CUST01006,2025-09-15,groceries,DMart,8565,debit_card,DMart - Groceries
TXN00000339,CUST01006,2025-09-16,investment,Paytm Money,51537,upi,Paytm Money - Investment
TXN00000318,CUST01006,2025-09-20,food_dining,Zomato,419,upi,Zomato - Food Dining
TXN00000366,CUST01006,2025-09-22,travel,MakeMyTrip,32955,credit_card,MakeMyTrip - Travel
TXN00000317,CUST01006,2025-09-25,utilities,Gas Bill,1116,upi,Gas Bill - Utilities
TXN00000338,CUST01006,2025-09-28,groceries,DMart,3013,debit_card,DMart - Groceries
TXN00000336,CUST01006,2025-09-30,travel,IRCTC,8077,credit_card,IRCTC - Travel
TXN00000352,CUST01006,2025-10-01,utilities,Water Bill,1863,credit_card,Water Bill - Utilities
TXN00000312,CUST01006,2025-10-02,entertainment,Spotify,4091,credit_card,Spotify - Entertainment
TXN00000350,CUST01006,2025-10-05,fuel,Indian Oil,3252,credit_card,Indian Oil - Fuel
TXN00000377,CUST01006,2025-10-05,travel,IRCTC,34144,credit_card,IRCTC - Travel
TXN00000320,CUST01006,2025-10-12,travel,Uber,12884,credit_card,Uber - Travel
TXN00000357,CUST01006,2025-10-12,groceries,More Supermarket,9712,credit_card,More Supermarket - Groceries
TXN00000340,CUST01006,2025-10-13,entertainment,Prime Video,1530,upi,Prime Video - Entertainment
TXN00000373,CUST01006,2025-10-13,groceries,Spencer's,11811,credit_card,Spencer's - Groceries
TXN00000343,CUST01006,2025-10-14,entertainment,Spotify,1303,debit_card,Spotify - Entertainment
TXN00000347,CUST01006,2025-10-14,utilities,Gas Bill,1657,debit_card,Gas Bill - Utilities
TXN00000351,CUST01006,2025-10-14,groceries,More Supermarket,11866,debit_card,More Supermarket - Groceries
TXN00000354,CUST01006,2025-10-17,food_dining,Swiggy,572,credit_card,Swiggy - Food Dining
TXN00000380,CUST01006,2025-10-17,groceries,Big Bazaar,7835,credit_card,Big Bazaar - Groceries
TXN00000356,CUST01006,2025-10-19,shopping,Amazon,16919,upi,Amazon - Shopping
TXN00000327,CUST01006,2025-10-27,utilities,Gas Bill,4236,credit_card,Gas Bill - Utilities
TXN00000360,CUST01006,2025-10-28,food_dining,Cafe Coffee Day,1547,upi,Cafe Coffee Day - Food Dining
TXN00000378,CUST01006,2025-10-29,groceries,Reliance Fresh,11900,upi,Reliance Fresh - Groceries
TXN00000364,CUST01006,2025-10-30,shopping,Flipkart,11329,upi,Flipkart - Shopping
TXN00000307,CUST01006,2025-11-01,travel,Uber,33116,debit_card,Uber - Travel
TXN00000353,CUST01006,2025-11-01,utilities,Water Bill,3365,upi,Water Bill - Utilities
TXN00000316,CUST01006,2025-11-06,food_dining,Cafe Coffee Day,2143,netbanking,Cafe Coffee Day - Food Dining
TXN00000346,CUST01006,2025-11-06,food_dining,Starbucks,2359,credit_card,Starbucks - Food Dining
TXN00000355,CUST01006,2025-11-06,healthcare,Max Healthcare,22296,credit_card,Max Healthcare - Healthcare
TXN00000332,CUST01006,2025-11-07,shopping,Westside,19187,credit_card,Westside - Shopping
TXN00000335,CUST01006,2025-11-08,groceries,Big Bazaar,2224,upi,Big Bazaar - Groceries
TXN00000369,CUST01006,2025-11-09,utilities,Internet Bill,4996,credit_card,Internet Bill - Utilities
TXN00000383,CUST01006,2025-11-09,healthcare,PharmEasy,19887,credit_card,PharmEasy - Healthcare
TXN00000330,CUST01006,2025-11-15,food_dining,Swiggy,824,upi,Swiggy - Food Dining
TXN00000331,CUST01006,2025-11-15,healthcare,Apollo Pharmacy,5096,credit_card,Apollo Pharmacy - Healthcare
TXN00000385,CUST01006,2025-11-16,groceries,Spencer's,3600,credit_card,Spencer's - Groceries
TXN00000358,CUST01006,2025-11-17,shopping,Westside,2991,debit_card,Westside - Shopping
TXN00000382,CUST01006,2025-11-18,utilities,Water Bill,4487,credit_card,Water Bill - Utilities
TXN00000341,CUST01006,2025-11-21,utilities,Internet Bill,4767,credit_card,Internet Bill - Utilities
TXN00000417,CUST01007,2025-05-28,groceries,More Supermarket,7175,credit_card,More Supermarket - Groceries
TXN00000401,CUST01007,2025-06-08,food_dining,McDonald's,1669,debit_card,McDonald's - Food Dining
TXN00000388,CUST01007,2025-06-10,utilities,Water Bill,1349,debit_card,Water Bill - Utilities
TXN00000432,CUST01007,2025-06-11,travel,Uber,2561,netbanking,Uber - Travel
TXN00000397,CUST01007,2025-06-15,shopping,Westside,11247,credit_card,Westside - Shopping
TXN00000425,CUST01007,2025-06-23,food_dining,Domino's,1235,credit_card,Domino's - Food Dining
TXN00000427,CUST01007,2025-06-24,utilities,Water Bill,2502,credit_card,Water Bill - Utilities
TXN00000437,CUST01007,2025-06-25,food_dining,Domino's,1004,debit_card,Domino's - Food Dining
TXN00000395,CUST01007,2025-06-26,entertainment,PVR Cinemas,1755,upi,PVR Cinemas - Entertainment
TXN00000403,CUST01007,2025-07-05,shopping,Westside,8322,debit_card,Westside - Shopping
TXN00000406,CUST01007,2025-07-10,fuel,Indian Oil,4425,credit_card,Indian Oil - Fuel
TXN00000423,CUST01007,2025-07-20,healthcare,PharmEasy,13700,credit_card,PharmEasy - Healthcare
TXN00000431,CUST01007,2025-07-20,entertainment,BookMyShow,1935,credit_card,BookMyShow - Entertainment
TXN00000438,CUST01007,2025-07-22,education,Coursera,10776,debit_card,Coursera - Education
TXN00000400,CUST01007,2025-07-26,groceries,Spencer's,3348,debit_card,Spencer's - Groceries
TXN00000392,CUST01007,2025-07-28,groceries,More Supermarket,3342,upi,More Supermarket - Groceries
TXN00000415,CUST01007,2025-07-28,food_dining,Starbucks,682,debit_card,Starbucks - Food Dining
TXN00000416,CUST01007,2025-08-02,investment,Paytm Money,43172,upi,Paytm Money - Investment
TXN00000404,CUST01007,2025-08-07,groceries,Big Bazaar,7797,credit_card,Big Bazaar - Groceries
TXN00000412,CUST01007,2025-08-09,entertainment,Netflix,918,debit_card,Netflix - Entertainment
TXN00000420,CUST01007,2025-08-09,shopping,Flipkart,4090,netbanking,Flipkart - Shopping
TXN00000393,CUST01007,2025-08-10,healthcare,Fortis Hospital,12108,upi,Fortis Hospital - Healthcare
TXN00000430,CUST01007,2025-08-12,utilities,Mobile Recharge,1542,upi,Mobile Recharge - Utilities
TXN00000394,CUST01007,2025-08-15,travel,IRCTC,23947,credit_card,IRCTC - Travel
TXN00000435,CUST01007,2025-08-31,travel,Goibibo,12609,credit_card,Goibibo - Travel
TXN00000396,CUST01007,2025-09-04,education,Udemy,10517,credit_card,Udemy - Education
TXN00000414,CUST01007,2025-09-05,utilities,Gas Bill,1075,debit_card,Gas Bill - Utilities
TXN00000429,CUST01007,2025-09-09,travel,Uber,18610,debit_card,Uber - Travel
TXN00000424,CUST01007,2025-09-17,travel,MakeMyTrip,2859,upi,MakeMyTrip - Travel
TXN00000390,CUST01007,2025-09-20,fuel,Bharat Petroleum,3237,credit_card,Bharat Petroleum - Fuel
TXN00000411,CUST01007,2025-09-20,utilities,Gas Bill,557,upi,Gas Bill - Utilities
TXN00000410,CUST01007,2025-09-22,groceries,Big Bazaar,4208,credit_card,Big Bazaar - Groceries
TXN00000433,CUST01007,2025-09-23,food_dining,Starbucks,568,upi,Starbucks - Food Dining
TXN00000398,CUST01007,2025-09-25,groceries,Spencer's,3721,upi,Spencer's - Groceries
TXN00000421,CUST01007,2025-09-25,food_dining,Cafe Coffee Day,1440,credit_card,Cafe Coffee Day - Food Dining
TXN00000407,CUST01007,2025-09-29,groceries,More Supermarket,1806,credit_card,More Supermarket - Groceries
TXN00000387,CUST01007,2025-10-01,healthcare,Medlife,14699,upi,Medlife - Healthcare
TXN00000419,CUST01007,2025-10-01,fuel,Bharat Petroleum,3827,credit_card,Bharat Petroleum - Fuel
TXN00000428,CUST01007,2025-10-03,shopping,Amazon,7929,credit_card,Amazon - Shopping
TXN00000426,CUST01007,2025-10-10,food_dining,McDonald's,1949,debit_card,McDonald's - Food Dining
TXN00000439,CUST01007,2025-10-12,shopping,Westside,13989,credit_card,Westside - Shopping
TXN00000408,CUST01007,2025-10-18,entertainment,Prime Video,1365,debit_card,Prime Video - Entertainment
TXN00000405,CUST01007,2025-10-19,groceries,Big Bazaar,2934,debit_card,Big Bazaar - Groceries
TXN00000413,CUST01007,2025-11-05,fuel,Shell,3110,credit_card,Shell - Fuel
TXN00000409,CUST01007,2025-11-06,entertainment,Spotify,749,upi,Spotify - Entertainment
TXN00000434,CUST01007,2025-11-06,investment,Mutual Fund SIP,29540,netbanking,Mutual Fund SIP - Investment
TXN00000389,CUST01007,2025-11-11,travel,Goibibo,10581,netbanking,Goibibo - Travel
TXN00000436,CUST01007,2025-11-11,fuel,HP Petrol,3676,upi,HP Petrol - Fuel
TXN00000418,CUST01007,2025-11-12,food_dining,McDonald's,527,debit_card,McDonald's - Food Dining
TXN00000391,CUST01007,2025-11-16,utilities,Internet Bill,2998,debit_card,Internet Bill - Utilities
TXN00000402,CUST01007,2025-11-16,healthcare,Apollo Pharmacy,9816,netbanking,Apollo Pharmacy - Healthcare
TXN00000399,CUST01007,2025-11-20,groceries,Big Bazaar,6543,upi,Big Bazaar - Groceries
TXN00000422,CUST01007,2025-11-21,entertainment,Spotify,2401,upi,Spotify - Entertainment
TXN00000442,CUST01008,2025-05-30,groceries,Big Bazaar,2326,debit_card,Big Bazaar - Groceries
TXN00000445,CUST01008,2025-06-09,food_dining,McDonald's,679,upi,McDonald's - Food Dining
TXN00000472,CUST01008,2025-06-14,investment,Zerodha,5418,debit_card,Zerodha - Investment
TXN00000456,CUST01008,2025-06-18,travel,Ola,1988,credit_card,Ola - Travel
TXN00000441,CUST01008,2025-06-23,food_dining,Cafe Coffee Day,1058,debit_card,Cafe Coffee Day - Food Dining
TXN00000460,CUST01008,2025-06-25,healthcare,Medlife,4774,debit_card,Medlife - Healthcare
TXN00000453,CUST01008,2025-07-01,education,Coursera,19428,debit_card,Coursera - Education
TXN00000449,CUST01008,2025-07-09,utilities,Mobile Recharge,2776,debit_card,Mobile Recharge - Utilities
TXN00000455,CUST01008,2025-07-17,shopping,Amazon,7869,upi,Amazon - Shopping
TXN00000468,CUST01008,2025-07-27,travel,IndiGo Airlines,22741,credit_card,IndiGo Airlines - Travel
TXN00000463,CUST01008,2025-07-31,shopping,Westside,8135,credit_card,Westside - Shopping
TXN00000466,CUST01008,2025-07-31,entertainment,PVR Cinemas,2572,upi,PVR Cinemas - Entertainment
TXN00000462,CUST01008,2025-08-06,shopping,Pantaloons,11128,credit_card,Pantaloons - Shopping
TXN00000467,CUST01008,2025-08-09,food_dining,McDonald's,671,credit_card,McDonald's - Food Dining
TXN00000447,CUST01008,2025-08-16,groceries,DMart,6908,debit_card,DMart - Groceries
TXN00000459,CUST01008,2025-08-19,groceries,Big Bazaar,3235,upi,Big Bazaar - Groceries
TXN00000440,CUST01008,2025-08-22,food_dining,Zomato,1992,upi,Zomato - Food Dining
TXN00000450,CUST01008,2025-08-22,investment,Mutual Fund SIP,39371,credit_card,Mutual Fund SIP - Investment
TXN00000470,CUST01008,2025-08-24,food_dining,Cafe Coffee Day,1319,debit_card,Cafe Coffee Day - Food Dining
TXN00000444,CUST01008,2025-09-05,shopping,Pantaloons,4059,upi,Pantaloons - Shopping
TXN00000448,CUST01008,2025-09-08,groceries,Big Bazaar,6060,upi,Big Bazaar - Groceries
TXN00000465,CUST01008,2025-09-08,food_dining,Zomato,1718,credit_card,Zomato - Food Dining
TXN00000451,CUST01008,2025-09-09,shopping,Myntra,6667,credit_card,Myntra - Shopping
TXN00000454,CUST01008,2025-09-09,entertainment,Netflix,1790,credit_card,Netflix - Entertainment
TXN00000443,CUST01008,2025-09-17,entertainment,BookMyShow,1202,upi,BookMyShow - Entertainment
TXN00000474,CUST01008,2025-09-19,shopping,Pantaloons,10948,debit_card,Pantaloons - Shopping
TXN00000464,CUST01008,2025-09-23,healthcare,Max Healthcare,4128,credit_card,Max Healthcare - Healthcare
TXN00000469,CUST01008,2025-09-28,investment,Mutual Fund SIP,35200,credit_card,Mutual Fund SIP - Investment
TXN00000452,CUST01008,2025-10-10,travel,Ola,10154,upi,Ola - Travel
TXN00000477,CUST01008,2025-10-10,investment,Zerodha,37913,upi,Zerodha - Investment
TXN00000471,CUST01008,2025-10-11,investment,Zerodha,39337,credit_card,Zerodha - Investment
TXN00000476,CUST01008,2025-10-14,shopping,Amazon,9173,upi,Amazon - Shopping
TXN00000446,CUST01008,2025-10-20,groceries,Spencer's,7828,debit_card,Spencer's - Groceries
TXN00000458,CUST01008,2025-10-23,utilities,Water Bill,1388,debit_card,Water Bill - Utilities
TXN00000475,CUST01008,2025-10-30,fuel,Shell,1064,credit_card,Shell - Fuel
TXN00000473,CUST01008,2025-11-03,groceries,DMart,1574,credit_card,DMart - Groceries
TXN00000457,CUST01008,2025-11-14,entertainment,BookMyShow,498,credit_card,BookMyShow - Entertainment
TXN00000478,CUST01008,2025-11-14,shopping,Flipkart,2253,upi,Flipkart - Shopping
TXN00000461,CUST01008,2025-11-22,groceries,DMart,6022,credit_card,DMart - Groceries
TXN00000504,CUST01009,2025-05-29,groceries,Reliance Fresh,3187,upi,Reliance Fresh - Groceries
TXN00000529,CUST01009,2025-06-01,travel,MakeMyTrip,27621,upi,MakeMyTrip - Travel
TXN00000488,CUST01009,2025-06-03,food_dining,McDonald's,304,netbanking,McDonald's - Food Dining
TXN00000498,CUST01009,2025-06-13,food_dining,Zomato,1796,upi,Zomato - Food Dining
TXN00000487,CUST01009,2025-06-14,utilities,Internet Bill,5048,debit_card,Internet Bill - Utilities
TXN00000482,CUST01009,2025-06-15,utilities,Electricity Bill,1365,debit_card,Electricity Bill - Utilities
TXN00000484,CUST01009,2025-06-16,travel,Goibibo,22070,debit_card,Goibibo - Travel
TXN00000530,CUST01009,2025-06-16,food_dining,Cafe Coffee Day,820,credit_card,Cafe Coffee Day - Food Dining
TXN00000500,CUST01009,2025-06-18,food_dining,McDonald's,2061,credit_card,McDonald's - Food Dining
TXN00000485,CUST01009,2025-06-19,fuel,Indian Oil,3082,credit_card,Indian Oil - Fuel
TXN00000510,CUST01009,2025-06-29,groceries,Reliance Fresh,7243,upi,Reliance Fresh - Groceries
TXN00000492,CUST01009,2025-06-30,healthcare,Apollo Pharmacy,17369,upi,Apollo Pharmacy - Healthcare
TXN00000479,CUST01009,2025-07-03,groceries,Spencer's,10425,credit_card,Spencer's - Groceries
TXN00000518,CUST01009,2025-07-18,shopping,Myntra,2866,upi,Myntra - Shopping
TXN00000554,CUST01009,2025-07-22,travel,Ola,30331,debit_card,Ola - Travel
TXN00000536,CUST01009,2025-07-24,education,Udemy,13415,debit_card,Udemy - Education
TXN00000509,CUST01009,2025-07-28,utilities,Mobile Recharge,2201,debit_card,Mobile Recharge - Utilities
TXN00000541,CUST01009,2025-08-01,utilities,Mobile Recharge,4923,netbanking,Mobile Recharge - Utilities
TXN00000501,CUST01009,2025-08-03,food_dining,Swiggy,1007,debit_card,Swiggy - Food Dining
TXN00000549,CUST01009,2025-08-07,food_dining,McDonald's,2087,debit_card,McDonald's - Food Dining
TXN00000490,CUST01009,2025-08-10,food_dining,Zomato,2561,upi,Zomato - Food Dining
TXN00000508,CUST01009,2025-08-10,travel,Uber,24026,credit_card,Uber - Travel
TXN00000533,CUST01009,2025-08-10,food_dining,Cafe Coffee Day,711,credit_card,Cafe Coffee Day - Food Dining
TXN00000542,CUST01009,2025-08-14,entertainment,PVR Cinemas,3455,debit_card,PVR Cinemas - Entertainment
TXN00000545,CUST01009,2025-08-14,food_dining,McDonald's,719,credit_card,McDonald's - Food Dining
TXN00000514,CUST01009,2025-08-15,groceries,Reliance Fresh,11235,upi,Reliance Fresh - Groceries
TXN00000495,CUST01009,2025-08-17,food_dining,McDonald's,2085,debit_card,McDonald's - Food Dining
TXN00000515,CUST01009,2025-08-17,shopping,Westside,12560,credit_card,Westside - Shopping
TXN00000494,CUST01009,2025-08-21,entertainment,PVR Cinemas,3489,netbanking,PVR Cinemas - Entertainment
TXN00000531,CUST01009,2025-08-21,travel,Ola,34511,debit_card,Ola - Travel
TXN00000534,CUST01009,2025-08-21,utilities,Gas Bill,2598,debit_card,Gas Bill - Utilities
TXN00000493,CUST01009,2025-08-22,food_dining,Starbucks,1190,upi,Starbucks - Food Dining
TXN00000543,CUST01009,2025-08-23,shopping,Westside,20829,credit_card,Westside - Shopping
TXN00000480,CUST01009,2025-08-24,groceries,Reliance Fresh,3094,credit_card,Reliance Fresh - Groceries
TXN00000503,CUST01009,2025-08-24,entertainment,PVR Cinemas,2897,upi,PVR Cinemas - Entertainment
TXN00000496,CUST01009,2025-08-25,entertainment,Spotify,3777,credit_card,Spotify - Entertainment
TXN00000550,CUST01009,2025-08-25,investment,Mutual Fund SIP,23895,credit_card,Mutual Fund SIP - Investment
TXN00000483,CUST01009,2025-08-30,entertainment,BookMyShow,317,upi,BookMyShow - Entertainment
TXN00000511,CUST01009,2025-08-31,education,School Fees,30050,credit_card,School Fees - Education
TXN00000551,CUST01009,2025-09-01,investment,Fixed Deposit,70876,debit_card,Fixed Deposit - Investment
TXN00000491,CUST01009,2025-09-02,utilities,Water Bill,3317,credit_card,Water Bill - Utilities
TXN00000528,CUST01009,2025-09-03,travel,IndiGo Airlines,33158,credit_card,IndiGo Airlines - Travel
TXN00000481,CUST01009,2025-09-06,travel,Ola,15161,credit_card,Ola - Travel
TXN00000519,CUST01009,2025-09-07,utilities,Gas Bill,3080,credit_card,Gas Bill - Utilities
TXN00000538,CUST01009,2025-09-12,shopping,Flipkart,7343,credit_card,Flipkart - Shopping
TXN00000526,CUST01009,2025-09-13,food_dining,Swiggy,1299,credit_card,Swiggy - Food Dining
TXN00000537,CUST01009,2025-09-13,shopping,Pantaloons,7065,debit_card,Pantaloons - Shopping
TXN00000532,CUST01009,2025-09-24,food_dining,Cafe Coffee Day,2093,credit_card,Cafe Coffee Day - Food Dining
TXN00000552,CUST01009,2025-09-28,shopping,Westside,16613,credit_card,Westside - Shopping
TXN00000507,CUST01009,2025-09-29,food_dining,Zomato,2020,credit_card,Zomato - Food Dining
TXN00000527,CUST01009,2025-10-05,entertainment,PVR Cinemas,2050,debit_card,PVR Cinemas - Entertainment
TXN00000523,CUST01009,2025-10-10,entertainment,BookMyShow,1135,upi,BookMyShow - Entertainment
TXN00000540,CUST01009,2025-10-10,groceries,More Supermarket,5028,debit_card,More Supermarket - Groceries
TXN00000517,CUST01009,2025-10-13,food_dining,Cafe Coffee Day,2130,upi,Cafe Coffee Day - Food Dining
TXN00000535,CUST01009,2025-10-14,food_dining,Domino's,1986,netbanking,Domino's - Food Dining
TXN00000502,CUST01009,2025-10-15,entertainment,Spotify,1086,credit_card,Spotify - Entertainment
TXN00000505,CUST01009,2025-10-16,fuel,HP Petrol,5885,debit_card,HP Petrol - Fuel
TXN00000516,CUST01009,2025-10-17,groceries,Spencer's,4747,debit_card,Spencer's - Groceries
TXN00000553,CUST01009,2025-10-17,food_dining,Zomato,1436,credit_card,Zomato - Food Dining
TXN00000547,CUST01009,2025-10-20,shopping,Flipkart,16547,debit_card,Flipkart - Shopping
TXN00000497,CUST01009,2025-10-22,utilities,Electricity Bill,3019,upi,Electricity Bill - Utilities
TXN00000489,CUST01009,2025-10-23,food_dining,Cafe Coffee Day,1871,upi,Cafe Coffee Day - Food Dining
TXN00000521,CUST01009,2025-10-26,travel,Goibibo,35380,debit_card,Goibibo - Travel
TXN00000499,CUST01009,2025-11-04,food_dining,Starbucks,1537,credit_card,Starbucks - Food Dining
TXN00000525,CUST01009,2025-11-07,utilities,Mobile Recharge,3316,netbanking,Mobile Recharge - Utilities
TXN00000512,CUST01009,2025-11-08,investment,Groww,45378,credit_card,Groww - Investment
TXN00000520,CUST01009,2025-11-10,food_dining,Starbucks,1784,credit_card,Starbucks - Food Dining
TXN00000524,CUST01009,2025-11-10,utilities,Gas Bill,962,debit_card,Gas Bill - Utilities
TXN00000544,CUST01009,2025-11-14,utilities,Internet Bill,1294,debit_card,Internet Bill - Utilities
TXN00000506,CUST01009,2025-11-17,shopping,Flipkart,9411,credit_card,Flipkart - Shopping
TXN00000486,CUST01009,2025-11-19,fuel,Shell,3420,credit_card,Shell - Fuel
TXN00000513,CUST01009,2025-11-19,groceries,More Supermarket,4710,netbanking,More Supermarket - Groceries
TXN00000522,CUST01009,2025-11-19,shopping,Amazon,12381,upi,Amazon - Shopping
TXN00000546,CUST01009,2025-11-19,food_dining,Starbucks,1953,debit_card,Starbucks - Food Dining
TXN00000548,CUST01009,2025-11-19,fuel,HP Petrol,5745,credit_card,HP Petrol - Fuel
TXN00000539,CUST01009,2025-11-22,education,Coursera,7868,upi,Coursera - Education
TXN00000588,CUST01010,2025-05-28,entertainment,Netflix,2002,credit_card,Netflix - Entertainment
TXN00000598,CUST01010,2025-05-29,investment,Paytm Money,13649,credit_card,Paytm Money - Investment
TXN00000601,CUST01010,2025-05-29,groceries,Big Bazaar,1995,upi,Big Bazaar - Groceries
